Model Xe,Năm Sản Xuất,Gía Tiền,Xuất Xứ,Tình Trạng,Dòng Xe,Số KM Đã Đi,Màu Ngoại Thất,Màu Nội Thất,Số Chỗ Ngồi,Động Cơ,Hệ Thống Nạp Nhiên Liệu,Hộp Số,Dẫn Động,Thành Phố MPG,Cao Tốc MPG,Chiều Dài Cơ Sở,Chiều Dài Xe,Chiều Rộng Xe,Chiều Cao Xe,Độ Nặng,Kích Thước Động Cơ,Tỷ Số Đường Kính Xy Lanh & Pít Tông,Stroke,Mã Lực,Số Vòng Quay Cực Đại,Địa Chỉ
Toyota Corolla SE,2022,534727000,Xe nước ngoài,1,Sedan,73845,Siêu trắng,Đen,4,Hybrid6.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,30,66.5,149,52.5,80.6,2876,144,3.21,2.71,224,4577,6627 CARLISLE PIKE
Toyota Camry SE w/ Moonroof Package,2018,534474000,Xe nước ngoài,1,Sedan,99680,Áo ba lỗ màu trắng ngọc trai,Unknown,5,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,22,31,66.4,132.2,54.2,79,3109,159,3.36,3.45,222,4589,3969 N GLOSTER ST
Nissan Altima 2.5 SR w/ SR Premium Package,2021,528885000,Xe nước ngoài,-1,Sedan,45960,Ngọc trai trắng pha lê,Unknown,4,Nhiên liệu linh hoạt 5.2L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,22,30,65.9,152.3,55.3,77.4,2846,145,3.31,3.28,126,5524,240 Killian Commons Parkway
Nissan Sentra SV w/ Trunk Package,2022,528724000,Xe nước ngoài,1,Sedan,36022,Bạc,Unknown,4,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,25,35,65.9,125.8,56.6,78,3079,170,3.31,3,82,4549,2935 Brandenburg Road
Hyundai Elantra SEL w/ Preferred Accessory Package,2022,526700000,Xe nước ngoài,1,Sedan,63232,Siêu trắng,Unknown,5,Xăng 3.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,30,65.7,107.6,54.3,83.1,2347,88,3.01,3.64,183,4954,930 BATTLEFIELD BLVD N
Chevrolet Impala Premier w/ Premier Convenience Package,2019,525757000,Xe nước ngoài,1,Sedan,138712,Áo khoác ngọc trai màu xanh hydro,Unknown,5,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,22,32,65.6,148,51,81.3,2322,141,3.02,2.87,137,4590,5545 Secor Rd
Nissan Maxima SR w/ Midnight Edition,2017,523526000,Xe nước ngoài,-1,Sedan,92902,Thép satin kim loại,Unknown,5,Xăng 6.6L,Unknown,Số tự động,RFD - Dẫn động cầu sau,22,27,65.4,162.8,56.7,76.6,3014,124,2.9,3.62,147,5566,2380 South Highway 89
Ford Fusion SE,2020,509841000,Xe nước ngoài,1,Sedan,33382,Hội nghị thượng đỉnh trắng,Unknown,4,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,30,64,160,57.7,81.8,3083,151,2.6,2.51,111,4821,304 SAGAMORE PKWY N
Mercedes-Benz C 300 4MATIC Sedan,2018,520812000,Xe nước ngoài,1,Sedan,127904,Màu xanh da trời,Unknown,4,Xăng 2.3L,Unknown,Số tự động,RFD - Dẫn động cầu sau,25,35,65.1,157.7,55.7,75.1,2331,124,3.32,2.72,77,5033,936 JASON BLVD
Hyundai Sonata Limited,2019,519800000,Xe nước ngoài,1,Sedan,116349,Mã não đen kim loại,Unknown,4,Xăng 6.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,29,39,65,120.6,52,79.6,2292,99,3.11,3.12,227,4770,4211 W HENRIETTA RD
Nissan Altima 2.5 SR w/ Premium Package,2020,509657000,Xe nước ngoài,1,Sedan,58262,Thiếc kim loại thái bình dương,Unknown,5,Xăng 4.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,26,34,64,150,50.3,80.2,2372,195,2.92,3.42,134,4738,51466 State Road 19
Subaru Impreza 2.0i,2022,505977000,Xe nước ngoài,-1,Sedan,10837,Mã não đen kim loại,Unknown,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,30,63.6,129.5,48.1,87.1,2636,96,2.77,2.96,117,4503,Delivery to:
Honda Accord EX,2018,965931000,Xe nước ngoài,1,Sedan,123226,Siêu đen,Unknown,4,Xăng 5.2L,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,30,109.6,130.2,54.6,76.9,2673,89,2.6,3.1,136,5906,801 East Highway 114
Toyota Camry SE,2020,851000000,Xe nước ngoài,1,Sedan,123354,Màu xám kim loại abyss,Unknown,5,Xăng 4.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,29,39,98.1,166.8,55.1,85.9,2320,120,2.86,2.57,119,6299,10535 Mahoning Ave
Jeep Gladiator Mojave,2021,896885000,Xe nước ngoài,1,Truck,27875,Oxford trắng,Unknown,6,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,21,28,102.7,154.2,53.8,86.1,2649,91,2.63,2.9,178,5766,1500 N. RANDALL RD.
Chevrolet Silverado 1500 LT w/ All-Star Edition,2020,913100000,Xe nước ngoài,-1,Truck,53291,Thợ săn kim loại,Unknown,5,Xăng 3.8L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,24,30,104.3,105.9,48.3,79,2598,237,3.41,2.68,242,5936,13355 SW 137TH AVE
Chevrolet Silverado 1500 Custom w/ Rally Edition,2021,902750000,Xe nước ngoài,1,Truck,51365,Oxford trắng,Unknown,6,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,30,103.3,149,56.6,81.5,2801,162,3.19,3.06,207,4820,1210 Northlake Blvd
RAM 1500 Laramie,2020,896954000,Xe nước ngoài,1,Truck,59770,Xám,Muội than,3,Xăng 3.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,44,40,102.7,107.6,48.2,84,2616,131,3.37,3.55,227,5686,640 Colemans Crossing
Ford F150 XLT w/ Equipment Group 302A Luxury,2020,895896000,Xe nước ngoài,1,Truck,63045,Siêu trắng,Unknown,4,Xăng 4.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,24,30,102.6,123.6,53.7,81.3,3092,218,2.65,3.47,169,4881,1432 Highway 45 Bypass
Honda Ridgeline RTL-E,2022,895850000,Xe nước ngoài,1,Truck,40547,Lớp phủ trong suốt bằng kim loại pha lê granite,Unknown,6,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,27,34,95,167.2,48.4,79.6,2257,135,2.61,3.66,88,4970,2012 North Salisbury Blvd
Ford F150 King Ranch w/ Equipment Group 601A Luxury,2019,893412000,Xe nước ngoài,1,Truck,177581,Mã não đen kim loại,Unknown,4,Xăng 3.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,30,98.8,166.9,49.7,76.2,2707,114,3.11,3.39,123,5825,5545 Secor Rd
Nissan Frontier SV w/ Technology Package,2023,887639000,Xe nước ngoài,-1,Truck,15928,Từ tính,Unknown,3,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,17,27,101,120.8,49,82.9,3135,165,2.65,2.65,106,5731,11655 North Fwy
Ford F150 XLT w/ Equipment Group 302A Luxury,2020,886374000,Xe nước ngoài,1,Truck,51978,Oxford trắng,Đen,4,Xăng 3.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,18,24,110,157.2,54.3,75.5,2373,125,3.16,3.64,223,5598,1070 West Michigan Ave
Ford F450 XL w/ Power Equipment Group,2015,885431000,Xe nước ngoài,1,Truck,60021,Kim loại màu xám cacbon hóa,Unknown,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,21,119.5,132.3,51.6,74.6,2670,243,3.08,3.4,223,5057,500 Broad St
GMC Canyon Denali,2021,885270000,Xe nước ngoài,1,Truck,49898,Áo khoác ngọc trai màu xanh ô liu,Đen,6,Xăng 5.2L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,21,103.4,142.2,48.4,85.3,2554,242,2.63,3.02,134,5180,1016 North Main Street
Ford F250 XLT w/ XLT Premium Package,2017,854266000,Xe nước ngoài,1,Truck,113467,Bóng màu xám kim loại,Unknown,5,"Xăng 4,5L",Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,20,95.4,150.6,52.9,85.7,2784,161,3.32,3.32,179,5050,240 Killian Commons Parkway
Toyota Tacoma TRD Off-Road,2021,874000000,Xe nước ngoài,1,Truck,59469,Đen,Đen,5,Xăng 4.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,20,108.1,138.5,55.3,74.4,2784,100,2.95,3.61,133,6211,541 MARY ESTHER CUT OFF NW
Toyota Tacoma TRD Off-Road,2021,873977000,Xe nước ngoài,1,Truck,70086,Áo khoác thạch anh đỏ,Unknown,2,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,33,38,100.9,154.2,54.8,78.1,3016,225,2.94,2.83,123,5138,745 W 51ST ST
Jeep Gladiator Sport,2021,873770000,Xe nước ngoài,1,Truck,73658,Kim loại màu xám từ tính,Than chì,6,Xăng 3.8L,Unknown,Số tự động,RFD - Dẫn động cầu sau,15,20,102.1,115.7,56.4,80,3104,193,2.94,2.99,96,6112,7211 West Mequon Road
Ford F150 XLT w/ Equipment Group 302A Luxury,2020,871700000,Xe nước ngoài,1,Truck,87339,Đen,Unknown,2,Xăng 4.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,15,22,109.3,122.9,55.1,75.2,2936,87,2.73,3.59,152,4556,1210 Northlake Blvd
Ford F150 XLT w/ Equipment Group 302A Luxury,2019,871700000,Xe nước ngoài,1,Truck,41266,Siêu trắng,Unknown,5,"Xăng 3,8L",Unknown,Số tự động,AWD - 4 bánh toàn thời gian,18,25,97.1,152.5,48.3,88.9,2318,101,3.16,3.2,207,6096,1210 Northlake Blvd
Ford F150 XL w/ STX Appearance Package,2022,868871000,Xe nước ngoài,1,Truck,79027,Bóng đen,Unknown,2,Xăng 4.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,25,105.8,128,55.8,79.4,2628,252,3.11,3.13,108,5158,1091 Fremont Pike
Ford F150 XLT w/ Equipment Group 301A Mid,2021,859740000,Xe nước ngoài,1,Truck,62058,Kim loại màu xám từ tính,Unknown,5,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,18,24,97.1,122.6,53.4,79.9,2901,212,3.44,3.69,194,4534,6627 CARLISLE PIKE
RAM 1500 Big Horn,2021,850954000,Xe nước ngoài,1,Truck,55275,Áo khoác màu đỏ cajun,Đen,2,Xăng 3.8L,Unknown,Số tự động,FWD - Dẫn động cầu trước,15,22,97.2,130.7,57,82.6,3068,234,2.61,3.33,99,4768,8131 Lyndon B Johnson Freeway
Chevrolet Silverado 1500 Custom Trail Boss w/ Custom Convenience Package,2019,850954000,Xe nước ngoài,1,Truck,84605,Anh racing green kim loại,Unknown,3,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,18,24,112.6,173.1,51.6,81.1,2557,92,3.26,3.57,147,5408,11655 North Fwy
Chevrolet Silverado 1500 Custom,2022,850931000,Xe nước ngoài,1,Truck,70062,Ngọc trai trắng bellanova,Unknown,3,Nhiên liệu linh hoạt 3.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,15,20,108.9,156.7,53.5,81.3,2861,152,2.57,2.57,158,5399,2892 Benner Pike
GMC Sierra 1500 SLT w/ Texas SLT Premium Package,2018,850931000,Xe nước ngoài,1,Truck,87778,47c,Unknown,2,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,15,22,104.2,112.1,51.9,75.5,3075,144,3.15,3.45,151,5585,500 Broad St
Toyota Tundra SR5,2018,850563000,Xe nước ngoài,1,Truck,100056,Đen,Màu xám titan,6,Xăng 3.9L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,19,25,93.6,120.6,53.7,75.1,2732,132,3.42,2.92,132,6102,8131 Lyndon B Johnson Freeway
Chevrolet Colorado Z71,2022,848700000,Xe nước ngoài,1,Truck,38805,Băng bạc kim loại,Unknown,2,Hybrid3.6L,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,25,112.7,122.9,52.3,78.1,2585,119,2.64,2.76,225,4827,1551 E Semoran Blvd
Toyota Tundra Limited,2017,341458000,Xe nước ngoài,1,Truck,136200,Osmium màu xám kim loại,Unknown,5,Xăng 3.6L,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,25,113.4,171.2,54.6,77.9,2488,171,2.78,3.21,110,4543,5201 W Sample Rd
Ford Maverick Lariat,2023,540500000,Xe nước ngoài,-1,Truck,8072,Ngọc trai đỏ xứ basque,Unknown,5,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,24,115.5,145.2,57.3,87.8,2933,144,3.15,3.28,177,5548,15505 Roscoe Blvd.
Toyota Prius V Five,2013,381478000,Xe nước ngoài,1,Wagon,120925,Màu xanh da trời,Unknown,5,Xăng 3.5L,Unknown,Số tự động,FWD - Dẫn động cầu trước,18,25,109.9,170.8,54.1,74.8,2552,93,2.62,3,107,5492,380 N GIBSON RD
Chevrolet Bolt Premier,2019,367885000,Xe nước ngoài,1,Wagon,25632,Màu xanh da trời,Xám,5,Xăng ,Unknown,Số tự động,FWD - Dẫn động cầu trước,18,25,112.4,117.2,103.2,79.7,2561,245,3.19,3.14,159,5108,5805 Peachtree Blvd
MINI Cooper Clubman S,2016,363400000,Xe nước ngoài,1,Wagon,102766,Dãy núi trắng,Unknown,5,Xăng Lai:,Unknown,Số tự động,FWD - Dẫn động cầu trước,17,25,107,173,104.4,83.3,2417,167,2.94,3.33,114,5216,3875 N 89th St
Acura TSX Sport Wagon,2012,356500000,Xe nước ngoài,1,Wagon,152234,Hoàn toàn màu đỏ,Unknown,5,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,24,110.6,112,93.7,87.8,2990,243,2.57,2.66,82,5143,540 OUTLET MALL BLVD
Volkswagen Jetta TDI,2014,354315000,Xe nước ngoài,1,Wagon,78578,Màu xám than chì kim loại,Xám hai tông màu,5,Xăng 2.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,26,48.4,148.9,105.2,81.1,2307,163,3.28,3.43,216,5584,59 Bisson Ave
Toyota Prius V Two,2015,839385000,Xe nước ngoài,1,Wagon,166395,Màu xanh lụa kim loại,Unknown,5,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,20,27,96.9,172.7,98.6,50.7,2404,196,3.19,3.42,132,5002,575 BROAD ST
Subaru Outback 2.5i Premium,2014,344954000,Xe nước ngoài,1,Wagon,98325,Phản xạ bạc kim loại,Unknown,5,Xăng 3.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,17,24,47.5,169.4,88.4,52.9,2311,161,3.13,3.07,127,5805,104 Route 73
Volvo V60 T5 Cross Country,2020,344885000,Xe nước ngoài,-1,Wagon,85318,Tiêu trắng,Unknown,5,Xăng ,Unknown,Số tự động,FWD - Dẫn động cầu trước,20,26,93.4,176.8,78.6,52.5,2311,229,2.84,3.3,192,6825,49 Raytkwich Rd
Acura TSX Sport Wagon,2012,344885000,Xe nước ngoài,1,Wagon,175534,Màu xám than chì kim loại,Sh,5,HybridLai:,Unknown,Số tự động,FWD - Dẫn động cầu trước,15,20,116.2,169.8,85.3,51,2597,150,3.47,3.1,124,5473,1225 E 23rd Street
Volkswagen Golf S,2017,344770000,Xe nước ngoài,1,Wagon,120640,Ngọc trai chàm sâu,Unknown,5,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,18,24,106,176.4,80.4,50.3,2684,161,3.39,3.19,131,7176,135 Belmont St Route 123
Subaru Outback 2.5i Limited,2013,322000000,Xe nước ngoài,1,Wagon,131269,Màu xanh kim loại tempest,Unknown,5,Diesel 3.5L,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,24,106.6,170.4,85.7,49,2528,152,3.37,2.75,202,5266,30031 Santa Margarita Parkway
BMW 328i xDrive Wagon,2014,321931000,Xe nước ngoài,1,Wagon,154949,Ngọc trai trắng satin,Unknown,5,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,41,38,90.2,177.6,107.4,48.4,2592,157,3.44,3.1,176,7016,7801 LYNDALE AVE S
Scion xB,2015,321425000,Xe nước ngoài,1,Wagon,133968,Ánh kim xanh chạng vạng,Unknown,5,Xăng 3.5L,Unknown,Số tay,FWD - Dẫn động cầu trước,20,27,114.5,175.9,84.5,51.5,2739,133,3.48,3.5,91,6041,2370 South Hwy 100
Subaru Outback 2.5i Limited w/ Moonroof Pkg,2013,319700000,Xe nước ngoài,1,Wagon,231832,Ánh kim xanh chạng vạng,Unknown,5,"Nhiên liệu linh hoạt 3,5L",Unknown,Số tự động,RFD - Dẫn động cầu sau,21,28,90.2,173.7,97.1,54.6,2701,183,2.77,2.82,193,6899,1630 Auto Mall Drive
Volkswagen Golf S,2017,318757000,Xe nước ngoài,1,Wagon,175786,Ruy băng màu xanh kim loại,Đen,5,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,16,19,101.3,167.4,96.3,49.2,2379,142,3.07,3.2,190,6897,4809 S College Ave
Volkswagen Jetta TDI,2014,309971000,Xe nước ngoài,1,Wagon,152381,Màu xanh chạng vạng - tb1,Unknown,5,Xăng 3.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,14,20,105.7,173.8,80.2,54.4,2351,120,3.34,3.49,93,6054,700 N US Route 15
MINI Cooper Clubman S,2008,300104000,Xe nước ngoài,1,Wagon,110277,Tiêu trắng,Máy bay phản lực,5,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,21,99.8,168.1,82.5,50.7,2758,143,3.35,3.27,91,5799,122 NE 122ND AVE
Subaru Outback 2.5i Premium w/ All-Weather Pkg,2013,299000000,Xe nước ngoài,1,Wagon,121987,Ngọc trai đỏ venice,Unknown,5,Xăng 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,23,30,93,169.2,78.7,55.7,2712,212,3.02,3.07,152,6159,893 S STEMMONS FWY
Subaru Outback 2.5i Premium w/ Popular Pkg 3,2013,298885000,Xe nước ngoài,1,Wagon,201571,Hiệu ứng ngọc trai đen ảo ảnh,Unknown,5,Nhiên liệu linh hoạt 6.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,21,28,42.9,178.9,106.1,50.1,2380,138,3.06,3.1,133,6498,250 Fifth Avenue South
Volkswagen Jetta TDI,2013,298747000,Xe nước ngoài,1,Wagon,166606,Màu xanh kim loại gentian,Unknown,5,Nhiên liệu linh hoạt 7.3L,Unknown,Số tự động,RFD - Dẫn động cầu sau,22,28,42.9,179.8,97.1,50.6,2526,227,3.16,3.3,97,5889,3600 KIETZKE LN
Subaru Outback 2.5i Premium,2012,296700000,Xe nước ngoài,1,Wagon,171792,Kim loại đen obsidian,Unknown,5,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,21,42.7,169.1,80,49.6,2462,109,2.69,3.04,126,4896,3525 Highway 61 North
Subaru Outback 2.5i Limited w/ Moonroof Package,2014,287500000,Xe nước ngoài,1,Wagon,199270,Kim loại đen obsidian,Unknown,5,Xăng 3.7L,Unknown,Số tự động,FWD - Dẫn động cầu trước,20,27,41.8,171.2,91.2,55.7,2317,156,3.03,2.81,148,4981,6824 Cerrillos Road
Subaru Outback 2.5i Limited,2013,285430000,Xe nước ngoài,1,Wagon,245074,Designo kim cương màu trắng kim loại,Đen,5,"Nhiên liệu linh hoạt 3,5L",Unknown,Số tự động,AWD - 4 bánh toàn thời gian,20,27,41.5,174.1,102.6,50.9,2282,206,3.29,2.77,101,5949,1167 North 9th Street
Toyota Prius V Five,2013,284993000,Xe nước ngoài,1,Wagon,139110,Trắng,Unknown,5,Xăng ,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,16,19,41.5,170.5,109.1,54.2,2334,173,3.43,3.5,111,6044,5200 S FERDON BLVD
Subaru Outback 2.5i Premium w/ All-Weather Pkg,2013,284234000,Xe nước ngoài,1,Wagon,163930,Sản xuất cardinal red metallic,Đen,5,Nhiên liệu linh hoạt Lai:,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,26,41.4,179.3,98.1,53.2,2387,147,3.34,3,103,6479,1650 W 104th Ave
MINI Cooper Clubman,2013,657570000,Xe nước ngoài,1,Wagon,27674,Màu đỏ,Unknown,5,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,19,26,78.8,178.7,100.4,48.2,2271,169,3.42,3.4,174,7182,900 REDWOOD HWY FRONTAGE RD
Subaru Outback 2.5i Limited,2014,2300000000,Xe nước ngoài,1,Wagon,256941,Kim loại đen obsidian,Unknown,5,Nhiên liệu linh hoạt 4.3L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,20,26,243,177.6,106,56.9,2697,220,3.52,2.99,109,5188,590 SW 8TH CT
Audi S7 Prestige,2014,2897954000,Xe nước ngoài,1,Hatchback,95806,Designo brilliant blue tuyệt vời,Đen,4,"Xăng 3,5L",Unknown,Số tự động,AWD - 4 bánh toàn thời gian,33,30,269.8,168.5,108.8,53.9,2573,109,2.81,3.08,182,5273,2668 Laurens Road
Porsche Panamera Platinum Edition,2023,2874862000,Xe nước ngoài,1,Hatchback,6330,Màu xám daytona,Unknown,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,24,267.5,171.9,98.9,50.5,2494,120,3.28,3.25,135,6187,7300 West Sahara Avenue
Mercedes-Benz AMG GT 63 S,2021,2759977000,Xe nước ngoài,1,Hatchback,43600,Kim loại trắng carrara,Diesel xám/đen,5,Xăng 3.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,16,24,256,171.5,87.7,50.4,2285,183,3.45,3.2,198,5917,2555 State Road 44
Mercedes-Benz AMG GT 63,2021,2667885000,Xe nước ngoài,-1,Hatchback,29104,Bạc kim loại cirrus,Unknown,5,Xăng ,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,12,20,246.8,167.7,84.4,54.8,2276,227,3.47,3.42,204,5728,2585 Route 22 W
Mercedes-Benz AMG GT 63 S,2019,2529770000,Xe nước ngoài,1,Hatchback,35280,Trắng,Đen,5,ĐiệnLai:,Unknown,Số tự động,FWD - Dẫn động cầu trước,15,25,233,179.6,81,49.3,2744,109,3.35,3.07,102,7021,8225 West Broad Street
Mercedes-Benz AMG GT 63,2020,359559000,Xe nước ngoài,-1,Hatchback,22603,Đêm xanh ánh kim,Unknown,4,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,16,24,16,174,108.6,49.9,2589,196,3.31,2.96,175,6202,3210 W WASHINGTON ST
Mercedes-Benz EQS AMG 4MATIC,2022,2433055000,Xe nước ngoài,1,Hatchback,12576,Đêm xanh ánh kim,Đen,5,Điện3.5L,Unknown,Số tay,FWD - Dẫn động cầu trước,16,24,223.3,169.9,104.2,55.3,2603,199,2.79,2.73,111,5126,7401 SOUTH IH-35
Toyota Prius C One,2017,2418335000,Xe nước ngoài,1,Hatchback,154413,Designo selenite xám magno,Unknown,5,HybridLanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,16,24,221.8,172.7,78.2,52.7,2711,222,2.8,2.73,179,7163,11950 BEL RED RD
Mercedes-Benz EQS 580 4MATIC SUV,2023,2414862000,Xe nước ngoài,1,Hatchback,4848,Màu xám núi lửa kim loại,Unknown,4,Xăng 2.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,18,26,221.5,167.5,86.8,53.9,2581,222,2.94,3.24,199,5065,7101 N. Lincoln Ave.
Mercedes-Benz AMG GT 63 S,2019,2403523000,Xe nước ngoài,1,Hatchback,65126,Sao mộc đỏ,Máy bay phản lực đen,4,"Xăng 3,5L",Unknown,Số tự động,AWD - 4 bánh toàn thời gian,16,23,220.4,177.9,107.4,50.9,2516,152,2.91,3.22,127,7060,1475 S BARRINGTON RD
Audi RS 7 Sportback w/ Black Optic Package,2021,2391563000,Xe nước ngoài,1,Hatchback,2910,Sản xuất kim cương trắng kim loại,Unknown,4,Xăng ,Unknown,Số tự động,FWD - Dẫn động cầu trước,16,24,219.2,171.8,100.5,48.2,2525,189,3.26,2.79,193,5262,3900 Southwest Freeway
Porsche Panamera Turbo,2019,2276632000,Xe nước ngoài,1,Hatchback,29045,Kim loại đen obsidian,Đen,5,Xăng Lai:,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,27,207.7,172.8,83.4,50.1,2303,173,3.13,2.77,183,7027,5740 Cushing Pkwy
Mercedes-Benz AMG GT 53,2022,2242500000,Xe nước ngoài,1,Hatchback,7486,Kim loại đen obsidian,Unknown,4,"Xăng 3,5L",Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,25,108.3,178.8,99.3,55.6,2713,130,3.47,3.2,204,7076,8601 Westwood Center Drive
Porsche Panamera Platinum Edition,2023,2230724000,Xe nước ngoài,-1,Hatchback,9576,Cực trắng,Unknown,5,"Xăng 3,5L",Unknown,Số tự động,AWD - 4 bánh toàn thời gian,16,24,110.3,168.8,93.1,50.2,2756,134,3.02,2.87,113,6016,1900 S FIGUEROA ST
Porsche Panamera GTS,2019,2229620000,Xe nước ngoài,1,Hatchback,34638,Màu xám nardo,Unknown,5,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,16,24,107.7,173.5,96.1,56,2418,176,2.73,3.11,119,6902,700 Auto Park Blvd
Porsche Panamera 4,2022,2184770000,Xe nước ngoài,-1,Hatchback,7547,Màu xanh da trời,Máy bay phản lực đen,4,Điện2.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,27,112.5,178.7,87.6,48.1,2685,153,3.33,3.1,138,6021,18625 SE MCLOUGHLIN BLVD
Mercedes-Benz AMG GT 63 S,2019,2081477000,Xe nước ngoài,1,Hatchback,68262,Áo khoác trong suốt màu trắng,Unknown,4,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,25,107.1,179.2,100.4,52.5,2740,225,3.3,2.68,129,4926,4821 Clark Rd
Porsche Panamera GTS,2020,2046954000,Xe nước ngoài,1,Hatchback,40189,Khảm kim loại đen,Diesel xám/đen,5,Xăng 6.4L,Unknown,Số tự động,FWD - Dẫn động cầu trước,16,24,97.6,172.6,98.6,53.4,2733,179,2.92,3.34,193,5500,810 N Orlando Ave
Mercedes-Benz AMG GT 43,2022,1977793000,Xe nước ngoài,1,Hatchback,3075,Ánh trăng bạc kim loại,Unknown,5,ĐiệnLanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,16,24,94.8,174.2,93.1,50.5,2634,181,3.51,3.49,147,6883,17510 I-45 North
Mercedes-Benz AMG GT 43,2022,1964223000,Xe nước ngoài,1,Hatchback,5722,Iridium bạc kim loại,Than chì,5,Điện5.2L,Unknown,Số tự động,FWD - Dẫn động cầu trước,16,24,114.2,168.9,80.5,54.9,2407,194,3.18,3.32,146,6916,810 COBB PKWY S
Mercedes-Benz AMG GT 43,2022,1921650000,Xe nước ngoài,1,Hatchback,24341,Bạc,Unknown,5,ĐiệnLanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,21,172.2,174.4,97.9,54.3,2576,178,3.28,3.37,163,6520,10725 Northlake Auto Plaza
Mercedes-Benz EQS 580 4MATIC Sedan,2022,1885977000,Xe nước ngoài,1,Hatchback,15270,Manhattan noir kim loại,Đen,4,Xăng 8.4L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,27,168.6,177.3,84.5,53.6,2692,169,2.76,3.46,144,6180,7201 West Linebaugh Avenue
